shop_name,shop_adr
チャオタイ　横浜ベイクォーター店,						神奈川県横浜市神奈川区金港町１‐１０　横浜ベイクォーター５Ｆ
Viet Nam＆Asian Cafe Win's,						神奈川県横浜市神奈川区六角橋１‐４‐６
mango tree cafe　（マンゴツリーカフェ）　ルミネ横浜店,						神奈川県横浜市西区高島２－１６－１ルミネ横浜6Ｆ
アジアンキッチン・ルークチン,						神奈川県厚木市東町2-1　リヴァージュ21　201
SPA EAS　スパ　イアス,						神奈川県横浜市西区北幸２-２-１　ハマボール　イアス内 「SPA EAS」６F
無頼船,						神奈川県横浜市中区野毛町１-46-3
シャム,						神奈川県横浜市中区若葉町２-33-7　フレーヴァーイセザキ1Ｆ
プッタラクサー,埼玉県東松山市大字東平1751-28
カフェ クレセント・シュマリ,埼玉県春日部市小渕1488-3
サームピーノーン,埼玉県所沢市緑町1-17-5
アジアのおいしい「ごはん屋」さん  コム カフェ Co’m Ca Phe  柏高島屋ステーションモール店,千葉県柏市末広町1-1柏高島屋ステーションモールS館7F
オリエンタルキッチン,千葉県千葉市中央区新千葉1-7-6駅ビルニューハウス１F
Kei’s cafe soi99,千葉県八千代市八千代台北1-9-3コーポ総1F
タイ王宮レストラン カポン,千葉県茂原市本納3212-2
ベトナミーズセラドン そごう千葉店,千葉県千葉市中央区新町1000そごう千葉店Ｂ１Ｆナチュラルマーケット内
タイレストラン ポーンタイ,千葉県市川市行徳駅前4-1-4光和ビル１Ｆ
リトルバンコク,千葉県市川市行徳駅前1-6-14
タワンナー,千葉県佐倉市王子台4-28-18
アユタヤ,千葉県船橋市本町3-36-34
タイ料理　スクンビットソイ55,						東京都新宿区西新宿２-1-1　新宿三井ビルディングB1F
ヴェトナム・アリス　マロニエゲート銀座１店,						東京都中央区銀座２-２-１４　マロニエゲート銀座１-１１Ｆ
ベトナムレストラン　Yellow Bamboo （イエローバンブー）,						東京都千代田区内幸町２-1-1飯野ビルディングB1F
タイ料理レストラン　サワディー,						東京都東村山市栄町２-21-8 徳田ビル2階
タイ屋台料理 ティーヌン赤坂,						東京都港区赤坂３‐６‐６ 赤坂樽井ビル
ベトナム南部伝統料理　Phuong Nam （フーン　ナム） 六本木,						東京都港区六本木４-5-7 スタジオD　１A
ティーヌン　横浜ランドマークプラザ店,						神奈川県横浜市西区みなとみらい２-2-1　ランドマークプラザドックヤードガーデンB2F
kuriyum,						神奈川県鎌倉市長谷２－１６－１５　サイトウビル 2F
ボァトゥン,						神奈川県横浜市中区真砂町３-33　セルテ6F
シクロ　本鵠沼店,						神奈川県藤沢市本鵠沼３-12-30　藤沢ビル２階
AULAC,						神奈川県小田原市荻窪５２９－１
HoaHoa,						神奈川県横浜市港北区日吉本町１‐４‐２５
タイ料理レストランカフェ　プエン　茅ヶ崎,						神奈川県茅ヶ崎市元町４－８
タイ料理　けん,						神奈川県横浜市戸塚区上柏尾町１９７
ZONA　（ゾナ）,						神奈川県横浜市都筑区茅ケ崎中央12-15
モンスーンカフェ たまプラーザ店,						神奈川県横浜市青葉区美しが丘５-2-15
AMAZON CLUB　アマゾンクラブ,						神奈川県横浜市中区海岸通３-9　横浜ビルＢ1Ｆ　
チャンパー　横浜馬車道店,						神奈川県横浜市中区住吉町５-59　リッチモンドホテル1Ｆ
アジアンリゾートDining FOOTPRINT (フットプリント) 野毛 日ノ出町,						神奈川県横浜市中区日ノ出町１-99
パクチー屋　平塚店,						神奈川県平塚市代官町9-8
タイ村　８８９(タイムラ ハチハチキュウ),						神奈川県鎌倉市長谷２-8-11サーフサイドビル3F
タイレストラン＆バー　Koh Phi phi　溝の口店,						神奈川県川崎市高津区溝口２-7-8 三紀商事ビルB1
タイレストラン＆バー　Koh Phi phi,						神奈川県川崎市中原区新丸子町９１５‐２ サミットビル１Ｆ
THAIPINTO タイレストラン＆お弁当  伊勢原,						神奈川県伊勢原市沼目１-96-1
ワイズキッチン,						神奈川県横浜市金沢区谷津町１４８　岡本ビル101
ティンアン,						神奈川県横浜市神奈川区西神奈川３-16-1
タイスタイルダイニング　バーンナワミン,埼玉県さいたま市大宮区仲町2-42セッテイン大宮５階
サワディー 所沢店,埼玉県所沢市寿町27-7-203コンセールタワー所沢２Ｆ
サバーイ・サバーイ,埼玉県川越市南台2-5-14-28
SIAM SPICE,埼玉県川口市幸町2-2-16クレールマルシェ107
メーコン,埼玉県吉川市栄町712-1
ランマイ,埼玉県川越市田町5-1田町ビル２Ｆ
スワンナーキッチン,埼玉県秩父市野坂町1-16-8
ドイモイ ベトナミーズ アリオ川口店,埼玉県川口市並木元町1-79アリオ川口3F
サワディー,埼玉県さいたま市大宮区桜木町2-4-24サン企画ビル４Ｆ
マンゴスチン,埼玉県越谷市越ケ谷1-3-26
タイレストランルアンタイ,埼玉県川口市西川口1-27-10
チャントラー,埼玉県さいたま市浦和区仲町2-13-18須賀ビル２Ｆ
アジアン酒場ブラン,埼玉県熊谷市弥生2-771F
タイ料理 ぶあーるあん,埼玉県春日部市八木崎町8-1第一浜野マンション１Ｆ
タイ料理レストラン イサーン・プタイ,埼玉県さいたま市南区南浦和2-28-13高砂ビル３Ｆ
タイ国料理 ランナー,埼玉県所沢市小手指町1-10-21サイレンス１Ｆ
ベトナム家庭料理 カ ヤオ ca dao,埼玉県さいたま市見沼区大谷1935-1
タイ料理 デュシット,埼玉県さいたま市浦和区高砂1-8-3永井ビル３Ｆ
タイ料理 チョークディー,埼玉県越谷市大沢3-19-9
もじゃもじゃカフェ　ココロコーヒー,						埼玉県さいたま市南区白幡４-28-9
ニャーヴェトナム・フォー麺 TOKYO-BAYららぽーと,千葉県船橋市浜町2-1-1ＴＯＫＹＯ－ＢＡＹららぽーと３３Ｆ
バオバブ,千葉県柏市根戸469-18こまいぬビル２Ｆ
バイトン,千葉県市川市行徳駅前2-21-22行徳マンション１Ｆ
タイレストラン　プラトーン,千葉県市原市君塚2-13-11パールグレイ1F
ラビアン タイ,千葉県千葉市中央区松波4-20-6二葉ビル１０１
たいこくどう,千葉県君津市久留里市場536
アジアンダイニングルンビニ  野田ジャスコ店,千葉県野田市中根36-1ジャスコノア店1Fレストラン街
アジアンキッチン サワディー 新浦安,千葉県浦安市入船1-4-1ショッパーズプラザ新浦安店４Ｆ
アジアン酒場 クウ・アン,千葉県船橋市本町4-5-18小泉ビル1F
タイ料理はちみつ,千葉県香取市上小堀1418
Asian Ethnic Dining GOOD FRIEND,						千葉県野田市横内55-2
ガッチキ,						千葉県柏市柏１－６－５吉田ビル２Ｆ
Nha Viet Nam　柏高島屋ステーションモール店,						千葉県柏市末広町１‐１　柏高島屋ステーションモール１０Ｆ
新松戸本格ベトナム料理屋 チャミクアン 新松戸店,						千葉県松戸市新松戸２-31-2　若しばビル3F
エベレスト村,						千葉県松戸市新松戸１-486 栄場ビル1階
ファインテラス　東京ベイ舞浜ホテル,						千葉県浦安市舞浜1-34 東京ベイ舞浜ホテル　東京ディズニーリゾート(R)・オフィシャルホテル
ASIA TABLE　アジアテーブル,						千葉県千葉市中央区富士見２‐８‐９　バーニングプラザ２Ｆ
モンスーンカフェ　Monsoon Cafe　ららぽーとTOKYOBAY店,						千葉県船橋市浜町２－1－1南館3F 4920 
上台　五井店,						千葉県市原市五井中央西２-2-5　サンパークビル２F
パパイヤリーフ　ペリエ千葉店,						千葉県千葉市中央区新千葉１－1－1ペリエ千葉5F
タイエー 西浜店,北海道根室市西浜町3-10
タイランド,北海道帯広市自由が丘1-2
タイメシガーデン 札幌NORBESA店,北海道札幌市中央区南三条西5-1-1ノルベサビル３Ｆ
アジアン居酒屋 SURICK,北海道岩内郡岩内町高台1-1
アジアン食堂そん徳,北海道帯広市西17条南4-8-6
Thai Thai,沖縄県那覇市松山2-1-15沖縄サントリービル２Ｆ
ARIDOI,沖縄県沖縄市高原4-19-1
Asian Food Fuuten,沖縄県中頭郡北中城村島袋１２５２
タイ料理プリックタイ,沖縄県那覇市久米2-20-21
ベトナム料理 DAO,沖縄県那覇市松尾2-8-28
cafe GREEN GREEN,						沖縄県中頭郡北中城村渡口９５３
アジアン居酒屋　KUUSU（クウス）,						沖縄県宮古島市平良下里553－3
タイ国料理　ジャイタイ　沖縄店,						沖縄県中頭郡北谷町美浜１５－６９　カーニバルパーク美浜2F
全席完全個室　舞天　久茂地店,						沖縄県那覇市久茂地３－１１－２２
Thai Restaurant＆Bar　Chill Out,						沖縄県那覇市安里３ 88-6
Thaicoon,						沖縄県中頭郡北谷町港１０－１８　２F
アジアンキッチン　サイルーン,						沖縄県中頭郡読谷村字長浜1849-4
Ｔｈａｉ　ｃｕｉｓｉｎｅ　シーロム,						山形県山形市七日町３－３－４
タイメシガーデン,宮城県仙台市宮城野区榴岡2-1-25Ｂｉｖｉ仙台１Ｆ
cafe cyclo,宮城県仙台市青葉区国分町3-2-101F
タイ ランナ,宮城県亘理町逢隈中泉字東133-5
タイ ラック タイ,宮城県仙台市青葉区本町3-5-22
杜の都のグリーンカレー 定禅寺通り店,宮城県仙台市青葉区春日町1-20
サバイ・サバイ,宮城県仙台市青葉区木町通2-6-32
タイ料理の店六庵パヤット,宮城県仙台市青葉区吉成2-7-25
Ｍａｋａｎ,						宮城県仙台市青葉区一番町２‐５‐５
バンタイランナー,						宮城県仙台市青葉区一番町１丁目15-20 薗田ビル2階
ＢＩＳＴＲＯＴＨＡＩ　（ビストロタイ）,						宮城県仙台市青葉区本町２-12-1
Asian bistro D (アジアンビストロディ),						宮城県仙台市青葉区一番町４-５-４０　おの万一番町ビルB1
タイ料理レストランThaChang　仙台店 （タァチャン、ターチャン）,						宮城県仙台市青葉区本町１-1-1　アジュール仙台　地下1階
本格アジアン料理 Cho Lon(チョロン),						宮城県仙台市青葉区一番町２-5-5　一番町中央ビル2F
居酒屋　ベトナム酒場３３３,						宮城県仙台市青葉区一番町４宮城県仙台市青葉区一番町4-3-9第三藤原屋ビル３F
ルアンタイ,福島県郡山市堂前町22-1一心坂ビル1F
ASIAN ELEMENTS,福島県郡山市駅前1-8-21南通りビル１Ｆ
ベトナム料理店ミリサイゴン,福島県会津若松市大町1-4-1
香彩食房ハジャイ,						福島県会津若松市栄町１－２０　ハイジャイビル
ライタイ,						福島県郡山市日和田町朝日坦３３－４
ＢＡＬＩ５　バリゴ　バリ５,						福島県郡山市朝日２丁目11-13
ニャーヴェトナム　郡山店,						福島県郡山市駅前１－６－１０　ダイワロイネットホテル郡山駅前 2F
タイ料理　ロッディー,						東京都千代田区富士見２-5-10 B1F
ベトナムガーデン　新宿南口,						東京都渋谷区千駄ヶ谷５－２４－３　ＮＴＴドコモアネックス１－２Ｆ
ベトナムフロッグ  新橋店,						東京都港区東新橋１－５－２　汐留シティセンタービルＢ１
ベトナム食堂 cafe シクロ,						東京都杉並区浜田山２-18-1
ベトナム料理　フォントム館　日暮里本店,						東京都荒川区西日暮里２-16-2 LIMビルB1
ベトナム料理　サイゴンレストラン　池袋東口,						東京都豊島区東池袋１－７－１０　鳥駒第一ビル３Ｆ
ベトナム料理 VIET　XUA 新大久保,						東京都新宿区百人町２-6-2-601
本格ベトナム料理 タンヒエン 荻窪本店,						東京都杉並区荻窪５-16-23 リリーベル荻窪ビル 1 F
ベトナム料理ダイニング　リトルハノイ,						東京都墨田区菊川３-15-2
ベトナム料理　マイちゃん,						東京都世田谷区南烏山６‐33‐1‐2F
ベトナム料理レストラン　３３３,						東京都新宿区百人町１丁目８－１１　オリエンタルビル１Ｆ
ベトナム料理　オールドサイゴン　御徒町,						東京都台東区上野５－１９－６ 丸政ビル３F
ベトクァン ベトナム料理店,						東京都小平市学園西町２-２-１
ベトナム屋台タンザン,						東京都府中市美好町１丁目２０番４号シティマンション１階
ベトナム料理　コムヴィエトクァン　神田神保町本店,						東京都千代田区神田小川町３-11-2 インペリアル御茶ノ水　1F B104
ベトナム料理故郷レストラン,						東京都荒川区西日暮里５-21-6 2F
ベトナム料理専門店フォーおいしい小岩本店,						東京都江戸川区西小岩４－１４－２０
ベトナムレストランハローベトナム大塚,						東京都豊島区北大塚２-10-9
ベトナム料理専門店 チョンロウ 高田馬場,						東京都新宿区高田馬場１-17-18 高田馬場ST 2F
ベトナムレストラン 昔のベトナム 綾瀬本店,						東京都足立区綾瀬３-11-18
Soi Gapao (ソイガパオ),						神奈川県相模原市南区相模大野５-29-10-1-1F
mog mog（モグモグ）,						神奈川県川崎市高津区二子２－５－４８
ｍｍTHAI　エムエムタイ　みなとみらい・MMテラス,						神奈川県横浜市西区みなとみらい４-6-2 グランドセントラルタワー1F
ASIAN Restaurant & Bar BIJIYA 久地店,						神奈川県川崎市多摩区堰３-6-3
タイステーション　上大岡店,						神奈川県横浜市港南区上大岡西２-１０-２１
Aroi Dish,						神奈川県横浜市戸塚区品濃町539-7 Naito Building 3F
アジアンダイニング Q:U　（クー）　登戸,						神奈川県川崎市多摩区登戸３３８５－１
アジアン食堂　Kuu（クー）　マークイズみなとみらい店,						神奈川県横浜市西区みなとみらい３-５-１マークイズみなとみらい店4F
アジアンキッチン　サワディー横須賀,						神奈川県横須賀市本町２－１－１２　ショッパーズプラザ　シーサイド
JASMINE　ジャスミン,						神奈川県川崎市麻生区万福寺１－１２－１　クロスアベニュー新百合Ｂ１Ｆ
パリカール ,						神奈川県横浜市鶴見区市場大和町６－７
アジアンダイニングシムラン,						神奈川県相模原市南区東林間５-17-15
asian deli nagumo,						神奈川県鎌倉市大船１-8-3天正ビル１Ｆ-A
Dee アジアン食材・キッチン,						神奈川県小田原市南鴨宮１-9-22　白金ビル 1F-D
アジアン・キッチン　風来,						神奈川県小田原市西大友４２０
ティーヌン　川崎ダイス店,						神奈川県川崎市川崎区駅前本町８　ダイスビル６F
タイ料理ＥＮ　（えん）　相模横丁,						神奈川県相模原市中央区相模原２－４－１
ベトナムダイニング　シクロ（xichlo）湘南藤沢南口店,						神奈川県藤沢市南藤沢２３－１０　２Ｆ
中国料理＆タイ料理　チャイハナ　横浜西口店,						神奈川県横浜市神奈川区鶴屋町３-32-14 新港ビルB1F
ベトナム料理専門店　サイゴン　キムタン　SAIGON　KIM　THANH,						神奈川県川崎市川崎区東田町４－７　フロムＫビル１Ｆ
mango tree cafe　マンゴ　ツリー　カフェ,						埼玉県さいたま市大宮区錦町630　ルミネ大宮2　4Ｆ
タイキッチン　ウアムファン,						埼玉県さいたま市浦和区北浦和１-10‐6　2F
レストラン ロータスカフェ,						埼玉県上尾市原市５７０番地　天然温泉 花咲の湯1F
ヒマラヤンダイニング,						埼玉県所沢市くすのき台３‐１６‐２
ナマステニッポン,						埼玉県さいたま市西区大字指扇375-6
BonBonHuevo`n,						埼玉県入間市東町１-4-1
アジア　居酒屋　フルバリ　谷塚店,						埼玉県草加市瀬崎１-10-20 細川マンション
アジアンダイニング&バー　ナマステ朝霞　AsianDinning&Bar Namaste Asaka,						埼玉県朝霞市本町２－6－11
キッチンキング,						埼玉県川口市幸町１－１２－２３
バーンソングタイ,						埼玉県上尾市柏座１-13-3　2F
インドアジアンダイニング　ママ,						埼玉県三郷市早稲田１-5-8
ダナパニ　入間市店,						埼玉県入間市上藤沢461-5
ダナパニ　川越新宿町店,						埼玉県川越市新宿町１－１８－９　ウエスタハモニカ1・2F
エスニックKU：グー,						埼玉県越谷市南越谷１－１６－３中央南越谷ビルB1
ME KONG,						埼玉県さいたま市浦和区常盤９-33-3
オイシイ。フォー,						埼玉県川越市脇田本町6-10　秀永川越ビル３F
タイ料理　マリタイ　ＭＡＬＩＴＨＡＩ,						埼玉県さいたま市大宮区大門町３-163-1 第５松ビル　２Ｆ
タイ料理＆ワイン ～RUFUS～,						埼玉県さいたま市大宮区宮町４－4　花のシマムラビル　５F 
ベトナム料理専門店　MA LONG QUAN　西川口,						埼玉県川口市並木３-12-3 2F
ベトナム料理 ＮＡＭ ＶＩＥＮ ＱＵＡＮ 上福岡,						埼玉県ふじみ野市上福岡１-2-23
TINUN　（ティーヌン）　海浜幕張店,						千葉県千葉市美浜区ひび野１‐９　スーク海浜幕張３Ｆ
タイ バル　チャンカーオ,						千葉県船橋市本町７-9-6
アジアンカフェ&ダイニング　フランジパニ　我孫子店,						千葉県我孫子市我孫子１-1-16　カドマツビル2F
タイレストラン ＳＡＰ　船橋店,						千葉県船橋市本町１－１１－５
SIAM HOUSE　(シアムハウス）　稲毛店,						千葉県千葉市稲毛区小仲台７-20-1 第２SKビル２F 
アジアンダイニングシヴァ,						千葉県船橋市三山７-12-7 1-A
モンスーンカフェ　Monsoon Cafe　舞浜イクスピアリ,						千葉県浦安市舞浜1-4　イクスピアリ　グレイシャススクエアー3F
アジアンバル　MAE963,						千葉県船橋市本町１－８－２９　FSビル４Ｆ
フォーゴン,						千葉県市川市行徳駅前２-21-9-102
THAI & ASIAN　レモングラス　海浜幕張WBGマリブダイニング店,						千葉県千葉市美浜区中瀬２-6-1　WBGマリブダイニング２F
柏アジアンダイニング　ルンビニ　柏店,						千葉県柏市柏３-3-16　アンジェリークトキワ　【1階】
新松戸アジアンダイニング　ルンビニ　新松戸店,						千葉県松戸市新松戸４－５６　松正ビル　【１階】
タイ料理レストラン　ティーチャバ　柏,						千葉県柏市泉町6-60 ケンユウビル2Ｆ
インド・ネパール＆タイ料理　アティティ,						千葉県木更津市東太田１-10-22
タイ国惣菜屋台料理ゲウチャイ成田店,						千葉県成田市ウイング土屋２４　イオンモール成田1F
タイ料理　バンラック　北松戸,						千葉県松戸市上本郷858-4
タイ料理レストラン コンカノック,						千葉県松戸市松戸新田577-57
ベトナム食堂 フォーホア 船橋,						千葉県船橋市本町１-5-1 ネクスト船橋1F
ベトナム料理SEN 船橋店,						千葉県船橋市本町２-26-25
ベトナム料理　フォーラン,						千葉県松戸市小金きよしケ丘２-5-26
メナム 星ヶ丘店,栃木県宇都宮市星ヶ丘2-9-25
B.M. ニューアライバルカフェ&レストラン,栃木県宇都宮市陽東7-14-13NEW銀座館202
象の家,栃木県宇都宮市大谷町1092
タイレストランメコン,栃木県小山市若木町3-20-45
ミナトング,栃木県宇都宮市宿郷1-14-6
メナム 駅東店,栃木県宇都宮市東宿御2-7-9
バソップ チャイ,栃木県小山市天神町1-4-25一徳ハイツパート２
アジアンちゃんぷるぅムード東洋,						栃木県鹿沼市東町２－１－３６
ナムティップ,						栃木県宇都宮市簗瀬町８３７
クルンテープ,						栃木県宇都宮市東宿郷３－５－８
アジアンオールドバザール　メコンレストラン,						栃木県那須郡那須町湯本ツムジガ平５０６－２０
BALI'S（バリズ）,						栃木県宇都宮市江野町7-7
アジアン食堂　Saigon（アジアンショクドウサイゴン）,						栃木県宇都宮市鶴田町3397-16　
グリーンバナナ,茨城県水戸市米沢町117-1
バンセンストア,茨城県水戸市平戸町367-1
ASIAN a table sanuk,茨城県水戸市南町2-1-581F
タイバンコク,茨城県稲敷郡阿見町大字荒川本郷1329-2
タンナタイ・タイレストラン,茨城県古河市仁連1350-11
ランパン,茨城県神栖市大野原3-4-1
ルアンタイ,茨城県水戸市吉沢町273-1ホワイトルミネ１Ｆ
タイ料理カティ,茨城県ひたちなか市勝田泉町2-1
ベトナム料理ランブータン,茨城県水戸市見川2-108-26
ベトナム料理ランブータン,茨城県日立市幸町1-7-1
ラカントーン,						茨城県ひたちなか市勝田泉町１３－３
オリエンタルキッチン　Yu-Ki (ユーキ),						茨城県つくば市吾妻３－１２－１
アジアン酒場　門星（モンスター）,						茨城県つくば市竹園１－９－２　デイズタウンＢ１Ｆ
チェンカム,群馬県高崎市本町175
Thai Thai,群馬県桐生市巴町2-1821
Nha　Viet Nam 高崎LABI店,群馬県高崎市栄町1-1LABI高崎5F
タイ料理レストランライタイ,群馬県高崎市吉井町岩崎2653
ベトナム料理サイゴン,群馬県太田市飯田町1404
ベトナム料理アンナム,群馬県桐生市広沢町2-3292-1
アジアンキッチン　ムー・タオ,						群馬県高崎市連雀町５７－２　昌見ビル地下
タイ料理＆食材　シャム,						群馬県館林市本町３－９－６　1F
タイ料理レストラン　キンジューヤンタイ,						群馬県館林市松原２－２１－７
ちゃど,新潟県新潟市中央区本町通6番町1105
蘭タイ,新潟県新潟市天神1-19-10
プエン　タイレストラン,						新潟県新潟市中央区南万代町4-24 レスペースＫ
Spicy Market 新発田店（スパイシーマーケット）,						新潟県新発田市舟入８３０－１
Spicy Market 小針店（スパイシーマーケット）,						新潟県新潟市西区平島１-17-8
asian dining Lotus Lagoon（ロータスラグーン）,						新潟県新潟市中央区花園１‐5‐3　ネットワークビル1F
Spicy Market 女池店（スパイシーマーケット）,						新潟県新潟市中央区女池1790番地
Spicy Market 上木戸店（スパイシーマーケット）,						新潟県新潟市東区上木戸２丁目3-4
Spicy Market 駅前店（スパイシーマーケット）,						新潟県新潟市中央区東大通１-5-27　新潟セーヌビル2Ｆ
タイ料理 Thai Fight Gold(タイファイゴールド),						新潟県新潟市中央区古町通八番町1504番地 ヴィジョネアビル2F
ベトナムキッチン　アオザイ,						新潟県新潟市中央区弁天３－２－２４　
グラッドリー,山梨県南都留郡忍野村忍草3333-1
サワッディー,山梨県甲州市大和町日影194-2
アジア美味 香家,長野県松本市深志2-6-14
asian・night・market,長野県長野市大字長野東後町2-1
タイレストラントールン,長野県北佐久郡御代田町大字馬瀬口1497-17
パッタイクン,長野県長野市大字鶴賀緑町2112
ディナ,長野県須坂市大字須坂1230-43
タイレストランマイパイ,長野県松本市中央1-10-34
サバイ,長野県佐久市中込1-4-9
トムヤンクン,長野県松本市中央1-15-6
Ｔｏｍｔｈａｉ,長野県小諸市南町1-4-6
アロイ食堂,長野県長野市新田町1108
ほっとベトナム Weekend,長野県安曇野市明科中川手3740-6
無国籍ダイニングKu（クー）長野店,						長野県長野市南千歳860-4　懐石舎ビル2Ｆ
無国籍ダイニングKu(クー)　松本店,						長野県松本市中央１-10-34　公園通りビル2F
AsianDining&Bar　Pelangi　プランギ,						長野県長野市鶴賀南千歳町８６２-１
vietnamese cuisin CHAONGON（ベトナム・キュイジーヌ　　チャオゴン）,						長野県長野市南千歳町８５５－３
タイ屋台・麺料理専門店 Ryu-goow,北海道札幌市豊平区美園3条7-3-15
タイ料理　パタヤ,北海道札幌市中央区南3条西3サンスリービル4F
タイ国料理ジッラダ,北海道札幌市中央区南4条西5-5-32
旬菜ダイニング　福わらい,						北海道室蘭市中央町２－３－１６
スリヨタイ,						北海道札幌市北区北１１条西３ノースタウンハウス1F
タイの人気屋台メシ専門店　Cao★マンガイ,						北海道札幌市中央区南５条西４丁目1-3 日劇ビル2階
NAHRAK ASIAN SOUPSTAND（ナーラックアジアンスープスタンド）,						北海道旭川市永山２条２丁目5-4
酒菜こねぎ,						北海道室蘭市中島町１－９－１８　G4ビル2階
チェーズ,						北海道函館市松風町７－５　ひかりの屋台　大門横丁
ASIA－TEI Trang Tron　トラントロン,						北海道札幌市中央区南６条西４タカセビル　1Ｆ
サイアム　ＴＨＡＩ　Restaurant,						北海道札幌市西区琴似１条２－５－３ハシモトビル２F
タイズ　札幌パセオ店,						北海道札幌市北区北６条西２-1-7 パセオウエストB1F
タイ料理中国料理　潮華,						北海道帯広市西１０条南９－１２－２
PARCO BEER GARDEN,						北海道札幌市中央区南１条西３丁目３　札幌PARCO屋上
アジアンスタンド　STANLEY MARKET スタンレーマーケット,						北海道札幌市中央区南２条西５丁目　Ｕ’Ｓ ＬＡＢ２Ｆ
アガリコサッポロ,						北海道札幌市中央区南５条西４丁目ライラック通り内２Ｆ
タイ屋台飯＆バー　soi33,						北海道函館市本町34-7
多国籍ダイニング　クレメントストリート,						北海道函館市本町32-29
屋台料理　CAMCAM　（ カムカム ）,						北海道札幌市中央区南２条西７丁目　Ｍ’ｓスペース１Ｆ
タイ料理店　ルンゴカーニバル,						北海道札幌市中央区南１条西４丁目　藤井ビル２Ｆ
カレーテリア 沙羅,鹿児島県鹿児島市東千石町5-26
南の村,宮崎県児湯郡木城町大字高城4480-1
亜細亜食堂　cago,						大分県中津市本耶馬渓町曽木４５９－９
cafe Liti,熊本県熊本市西子飼町7-7
nila KAMAL,長崎県佐世保市松川町17-17
コン・ビン・ザン,佐賀県佐賀市松原1-2-18
スアン,高知県高知市帯屋町2-1-29暖流ビル２階
Four Sｅａｓｏｎｓ,愛媛県松山市須賀町1-32
アジアン食彩歡,徳島県阿南市領家町土倉14-1
オーキッド,香川県高松市丸亀町5-10
タイ式焼きそば メラ,山口県周南市代々木通1-25
BANTHAI RESTAURANT,島根県松江市袖師町9-30
かるだもん,鳥取県鳥取市商栄町282-5水田ビル1F
ベトナミーズカフェ ミスホア,広島県広島市中区基町6-78専門店街パセーラ
ユワデーのタイ料理,岡山県久米郡美咲町原田3155-1みほビル1F
ふくだ屋,						和歌山県和歌山市北坂ノ上丁２５
サワディー,広島県広島市中区袋町4-6袋町五番館3F
ぴぃすぅあ,広島県広島市安佐北区可部8-14-10
アプサラス(APSARAS),広島県東広島市西条中央1-8-31
GB style-CAFE　そごう広島店,						広島県広島市中区基町6-27　そごう広島店　新館地下１F
アジアのお茶cafe ami　,						広島県広島市南区東雲１－１４－３２
phaa pai THAI　（パーパイタイ)　明治町店,						広島県福山市明治町2-29明治ビル
曼谷カフェ,福岡県福岡市中央区赤坂2-2-45
MKレストラン 野間店,福岡県福岡市南区野間2-2-8
モジョタイ,福岡県北九州市小倉北区鍛冶町1-2-2坪根ビル2F
サラ リム ナム,福岡県福岡市中央区赤坂3-9-25ステップ・ザ・赤坂2F
MKレストラン中間店,福岡県中間市蓮花寺2-3-1
華々美人 福岡天神コア店,福岡県福岡市中央区天神1-11-11天神コア7階
ドゥワンディー,福岡県福岡市中央区薬院1-12-32薬院パーキングビル105号
サラタイ,福岡県福岡市博多区博多駅前3-19-14ビーエスビル博多1F
プラウチャイ,福岡県福岡市中央区薬院2-3-6Mビル2F
GUMRUNDEE,福岡県福岡市中央区大名1-13-12大名ことうビル2F
タイ料理＆ヌードル オシャ,福岡県福岡市南区大橋1-23-21安部ビル１Ｆ
ベトナム料理ＳＡＩ―ＧＯＮ,福岡県福岡市中央区天神4-1-9
ミスサイゴンベトナム料理店,福岡県福岡市東区土井1-22-23
参遍来,						広島県尾道市土堂２－９－１９
スチーム海,						広島県広島市中区富士見町13-13サンビレッジビル2F
ダイニングバー　L.d.k.　五日市店,						広島県広島市佐伯区五日市駅前１－３－２１
Resort　リゾート,						広島県福山市西町１－１－１　RiM-ｆ（リム・ふくやま）８Ｆ
Im Aroi（イムアロイ）,						広島県広島市中区本通8ー15  HM本通会館3F B室
にんにくやマナオ,						広島県広島市中区立町6-11 立町ビル2F
バルタン　食堂,						広島県広島市南区大須賀町13-2 1F・2F
サワディ　レモングラスグリル,						広島県広島市中区堀川町5-2　モーツァルトハウス4F
ホテルチューリッヒ　サワディレモングラスグリル,						広島県広島市東区光町２丁目7-31
ベトナムダイニング   MINH THIEN,						広島県広島市中区銀山町12-21 Fビル5F
ダイニング バロンジャヤ 錦町店,鳥取県米子市錦町3-90
パナワ,鳥取県米子市東倉吉町91-1
アイワナドゥ 岩戸,鳥取県鳥取市福部町岩戸276
まなまな,山口県美祢郡美東町真名445
パシフィック・ブルー(PACIFIC・BLUE),山口県宇部市松島町18-3
アジアンバグース,香川県高松市古馬場町11-6長楽ビル１F
タイ料理店 Orchid,香川県高松市屋島西町1464プラザビル１Ｆ
mon mon ca phe vietnam,						香川県高松市瓦町２-8-18
居酒屋　せきや,						香川県高松市片原町　２－３　１F
ベトナムカフェ AN COM,徳島県徳島市富田町1-20ＫＥＮＢＡＮビル１Ｆ
iris Kafe【４月26日オープン】,						徳島県徳島市東船場町１-12　斎藤ビル2F
Asian Dining Chang,						高知県高知市本町２－１－３４　ＭＳビル１Ｆ
ハンちゃんのベトナム料理店,福岡県福岡市博多区博多駅前2-11-16第二大西ビル1Ｆ
ベトナム料理店ミィトォーレストラン,福岡県福岡市南区玉川町13-18
